qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	General functional category	Functional category	KO
tr|Q3A1P3|Q3A1P3_SYNC1	smart00960	Roadblock/LC7 domain	Roadblock/LC7 domain. This family includes proteins that are about 100 amino acids long and have been shown to be related. Members of this family of proteins are associated with both flagellar outer arm dynein and Drosophila and rat brain cytoplasmic dynein. It is proposed that roadblock/LC7 family members may modulate specific dynein functions. This family also includes Golgi-associated MP1 adapter protein and MglB from Myxococcus xanthus, a protein involved in gliding motility. However the family also includes members from non-motile bacteria such as Streptomyces coelicolor, suggesting that the protein may play a structural or regulatory role.		CDD:214939			28.409	88.0	62.0	1.0	146.0	233.0	2.0	88.0	9.96e-17	67.6			
tr|Q3A1X1|Q3A1X1_SYNC1	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 		CDD:443803			28.732	623.0	401.0	14.0	10.0	609.0	1.0	603.0	1.66e-97	309.0	METABOLISM	Inorganic ion transport and metabolism 	
tr|Q3A1X1|Q3A1X1_SYNC1	PRK13483	ligand-gated channel protein	ligand-gated channel protein. 		CDD:184080	Proteobacteria	1224	23.181	742.0	394.0	37.0	4.0	651.0	1.0	660.0	7.33e-30	123.0			
tr|Q3A1X1|Q3A1X1_SYNC1	cd01347		TonB dependent/Ligand-Gated channels are created by a monomeric 22 strand (22,24) anti-parallel beta-barrel. Ligands apparently bind to the large extracellular loops. The N-terminal 150-200 residues form a plug from the periplasmic end of barrel.   Energy (proton-motive force) and TonB-dependent conformational alteration of channel (parts of plug, and loops 7 and 8) allow passage of ligand. FepA residues 12-18 form the TonB box, which mediates the interaction with the TonB-containing  inner membrane complex. TonB preferentially interacts with ligand-bound receptors. Transport thru the channel may resemble passage thru an air lock.  In this model, ligand binding leads to closure of the extracellular end of pore, then a TonB-mediated  signal facillitates opening of the interior side of pore, deforming the N-terminal plug and allowing passage of the ligand to the periplasm. Such a mechanism would prevent the free diffusion of small molecules thru the pore.		CDD:238657			25.229	654.0	407.0	18.0	57.0	651.0	5.0	635.0	2.95e-78	259.0			
tr|Q3A1X1|Q3A1X1_SYNC1	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880															
tr|Q3A1X1|Q3A1X1_SYNC1	pfam00593	TonB-dependent receptor	TonB dependent receptor. This model now only covers the conserved part of the barrel structure.		CDD:395474	Bacteria	2	21.639	476.0	331.0	10.0	215.0	650.0	2.0	475.0	4.29e-35	137.0			
tr|Q3A1X1|Q3A1X1_SYNC1	pfam07715	TonB-dependent receptor plug domain-containing protein	TonB-dependent Receptor Plug Domain. The Plug domain has been shown to be an independently folding subunit of the TonB-dependent receptors. It acts as the channel gate, blocking the pore until the channel is bound by ligand. At this point it under goes conformational changes opens the channel.		CDD:462243	Bacteria	2	38.318	107.0	65.0	1.0	46.0	151.0	1.0	107.0	2.69e-23	93.1			
tr|Q3A2K2|Q3A2K2_SYNC1	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins [Cell wall/membrane/envelope biogenesis]. 	3.6.1.1	CDD:442131			44.915	118.0	65.0	0.0	98.0	215.0	177.0	294.0	2.64e-49	160.0	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	K01361,K03640,K08652,K02275
tr|Q3A2K2|Q3A2K2_SYNC1	PRK10510	OmpA family lipoprotein	OmpA family lipoprotein. 		CDD:182507	Gammaproteobacteria	1236	40.816	147.0	86.0	1.0	68.0	214.0	73.0	218.0	2.3e-38	131.0			
tr|Q3A2K2|Q3A2K2_SYNC1	cd07185		Peptidoglycan binding domains similar to the C-terminal domain of outer-membrane protein OmpA. OmpA-like domains (named after the C-terminal domain of Escherichia coli OmpA protein) have been shown to non-covalently associate with peptidoglycan, a network of glycan chains composed of disaccharides, which are crosslinked via short peptide bridges. Well-studied members of this family include the Escherichia coli outer membrane protein OmpA, the Escherichia coli lipoprotein PAL, Neisseria meningitdis RmpM, which interact with the outer membrane, as well as the Escherichia coli motor protein MotB, and the Vibrio flagellar motor proteins PomB and MotY, which interact with the inner membrane.		CDD:143586			49.038	104.0	53.0	0.0	109.0	212.0	3.0	106.0	8.47e-50	156.0			
tr|Q3A2K2|Q3A2K2_SYNC1	cl30079		Peptidoglycan binding domains similar to the C-terminal domain of outer-membrane protein OmpA. The Pfam entry also includes MotB and related proteins which are not included in the Prosite family.		CDD:453091															
tr|Q3A2K2|Q3A2K2_SYNC1	pfam00691	OmpA family protein	OmpA family. The Pfam entry also includes MotB and related proteins which are not included in the Prosite family.		CDD:425825	Bacteria	2	42.105	95.0	54.0	1.0	112.0	205.0	1.0	95.0	4.3100000000000004e-26	95.1			
tr|Q3A3H2|Q3A3H2_SYNC1	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) [Energy production and conversion]. NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	CDD:441498			63.158	418.0	154.0	0.0	2.0	419.0	1.0	418.0	0.0	785.0	METABOLISM	Energy production and conversion 	K00124
tr|Q3A3H2|Q3A3H2_SYNC1	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit [Energy production and conversion]. 	1.2.7.8	CDD:443375			43.396	53.0	29.0	1.0	431.0	483.0	17.0	68.0	2.11e-16	70.8	METABOLISM	Energy production and conversion 	K04090
tr|Q3A3H2|Q3A3H2_SYNC1	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit [Energy production and conversion]. 	1.2.7.8	CDD:443375			41.667	36.0	20.0	1.0	420.0	454.0	34.0	69.0	2.16e-05	39.6	METABOLISM	Energy production and conversion 	K04090
tr|Q3A3H2|Q3A3H2_SYNC1	KOG0063	RNAse L inhibitor, ABC superfamily	KOG0063, RNAse L inhibitor, ABC superfamily [RNA processing and modification]		CDD:228014			42.222	45.0	19.0	2.0	444.0	483.0	25.0	67.0	1.97e-05	44.7	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	
tr|Q3A3H2|Q3A3H2_SYNC1	KOG2658	NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit	KOG2658, NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit [Energy production and conversion]		CDD:230597			40.214	373.0	220.0	3.0	41.0	410.0	88.0	460.0	1.56e-106	323.0	METABOLISM	Energy production and conversion 	
tr|Q3A3H2|Q3A3H2_SYNC1	KOG3256	NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit	KOG3256, NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit [Energy production and conversion]		CDD:231194			33.333	66.0	35.0	1.0	428.0	484.0	103.0	168.0	3.8e-06	45.3	METABOLISM	Energy production and conversion 	
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	TACK group	1783275	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Thermoprotei	183924	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Bacteria	2	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Helicobacter pylori	210	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Campylobacterales	213849	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Thermococcaceae	2259	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK05888	NADH-quinone oxidoreductase subunit NuoI	NADH-quinone oxidoreductase subunit NuoI. 	1.6.5.11	CDD:235637	Thermoplasmatales	2301	32.143	56.0	29.0	1.0	437.0	483.0	59.0	114.0	3.81e-10	56.8			
tr|Q3A3H2|Q3A3H2_SYNC1	PRK11278	NADH-quinone oxidoreductase subunit NuoF	NADH-quinone oxidoreductase subunit NuoF. 	1.6.5.11	CDD:236891	Gammaproteobacteria	1236	41.769	407.0	221.0	5.0	17.0	413.0	24.0	424.0	1.57e-123	366.0			
tr|Q3A3H2|Q3A3H2_SYNC1	TIGR01944	RnfABCDGE type electron transport complex subunit B	electron transport complex, RnfABCDGE type, B subunit. The six subunit complex RnfABCDGE in Rhodobacter capsulatus encodes an apparent NADH oxidoreductase responsible for electron transport to nitrogenase, necessary for nitrogen fixation. A closely related complex in E. coli, RsxABCDGE (Reducer of SoxR), reduces the 2Fe-2S-containing superoxide sensor SoxR, active as a transcription factor when oxidized. This family of putative NADH oxidoreductase complexes exists in many of the same species as the related NQR, a Na(+)-translocating NADH-quinone reductase, but is distinct. This model describes the B subunit. [Energy metabolism, Electron transport]		CDD:273887	cellular organisms	131567	35.294	51.0	33.0	0.0	433.0	483.0	110.0	160.0	1.68e-12	62.5			
tr|Q3A3H2|Q3A3H2_SYNC1	TIGR01944	RnfABCDGE type electron transport complex subunit B	electron transport complex, RnfABCDGE type, B subunit. The six subunit complex RnfABCDGE in Rhodobacter capsulatus encodes an apparent NADH oxidoreductase responsible for electron transport to nitrogenase, necessary for nitrogen fixation. A closely related complex in E. coli, RsxABCDGE (Reducer of SoxR), reduces the 2Fe-2S-containing superoxide sensor SoxR, active as a transcription factor when oxidized. This family of putative NADH oxidoreductase complexes exists in many of the same species as the related NQR, a Na(+)-translocating NADH-quinone reductase, but is distinct. This model describes the B subunit. [Energy metabolism, Electron transport]		CDD:273887	cellular organisms	131567	39.535	43.0	24.0	1.0	418.0	458.0	123.0	165.0	9.7e-05	39.8			
tr|Q3A3H2|Q3A3H2_SYNC1	cl25360		Beta subunit of the DMSO Reductase (DMSOR) family. This family consists of the small beta iron-sulfur (FeS) subunit of the DMSO Reductase (DMSOR) family. Members of this family also contain a large, periplasmic molybdenum-containing alpha subunit and may have a small gamma subunit as well.  Examples of heterodimeric members with alpha and beta subunits include arsenite oxidase, and tungsten-containing formate dehydrogenase (FDH-T) while   heterotrimeric members containing alpha, beta, and gamma subunits include formate dehydrogenase-N (FDH-N), and nitrate reductase (NarGHI).  The beta subunit contains four Fe4/S4 and/or Fe3/S4 clusters which transfer the electrons from the alpha subunit to a hydrophobic integral membrane protein, presumably a cytochrome containing two b-type heme groups. The reducing equivalents are then transferred to menaquinone, which finally reduces the electron-accepting enzyme system.		CDD:355383															
tr|Q3A3H2|Q3A3H2_SYNC1	cl42527		NADH-quinone oxidoreductase subunit NuoF. This model describes the F chain of complexes that resemble NADH-quinone oxidoreductases. The electron acceptor is a quinone, ubiquinone, in mitochondria and most bacteria, including Escherichia coli, where the recommended gene symbol is nuoF. This family does not have any members in chloroplast or cyanobacteria, where the quinone may be plastoquinone and NADH may be replaced by NADPH, nor in Methanosarcina, where NADH is replaced by F420H2. [Energy metabolism, Electron transport]		CDD:455872															
tr|Q3A3H2|Q3A3H2_SYNC1	pfam01512	Respiratory-chain NADH dehydrogenase 51 Kd subunit (Provisional)	Respiratory-chain NADH dehydrogenase 51 Kd subunit. 		CDD:460237	cellular organisms	131567	44.767	172.0	73.0	5.0	48.0	219.0	1.0	150.0	3.1400000000000003e-59	190.0			
tr|Q3A3H2|Q3A3H2_SYNC1	pfam10531	SLBB domain-containing protein	SLBB domain. 		CDD:463136	cellular organisms	131567	27.778	54.0	39.0	0.0	242.0	295.0	1.0	54.0	1.23e-06	43.8			
tr|Q3A3H2|Q3A3H2_SYNC1	pfam10589	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region (Provisional)	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region. 		CDD:463160	cellular organisms	131567	53.571	84.0	39.0	0.0	331.0	414.0	2.0	85.0	1.56e-42	143.0			
tr|Q3A3H2|Q3A3H2_SYNC1	pfam13187	4Fe-4S dicluster domain (Provisional)	4Fe-4S dicluster domain. 		CDD:463801	cellular organisms	131567	40.0	50.0	27.0	1.0	437.0	483.0	1.0	50.0	1.22e-08	49.1			
tr|Q3A3H2|Q3A3H2_SYNC1	smart00928	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region. 		CDD:197996			50.0	46.0	23.0	0.0	329.0	374.0	1.0	46.0	9.7e-20	76.4			
tr|Q3A430|Q3A430_SYNC1	COG0633	Ferredoxin	Ferredoxin [Energy production and conversion]. 	4.6.1.1	CDD:440398			26.667	60.0	31.0	2.0	3.0	60.0	1.0	49.0	0.000765	36.0	METABOLISM	Energy production and conversion 	K00351
tr|Q3A430|Q3A430_SYNC1	COG4624	Iron only hydrogenase large subunit, C-terminal domain	Iron only hydrogenase large subunit, C-terminal domain [Energy production and conversion]. 	1.6.5.3	CDD:443663			41.04	519.0	234.0	11.0	62.0	579.0	2.0	449.0	2.88e-180	513.0	METABOLISM	Energy production and conversion 	K00532,K00336
tr|Q3A430|Q3A430_SYNC1	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]		CDD:230221			33.824	204.0	126.0	4.0	8.0	210.0	37.0	232.0	2.32e-33	133.0	METABOLISM	Energy production and conversion 	
tr|Q3A430|Q3A430_SYNC1	KOG2439	Nuclear architecture related protein	KOG2439, Nuclear architecture related protein [Nuclear structure]		CDD:230378			31.633	392.0	251.0	8.0	195.0	579.0	64.0	445.0	1.12e-50	178.0	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	
tr|Q3A430|Q3A430_SYNC1	NF040763		NADH-dependent [FeFe] hydrogenase, group A6. 		CDD:468723			63.339	581.0	199.0	4.0	5.0	582.0	2.0	571.0	0.0	1099.0			
tr|Q3A430|Q3A430_SYNC1	TIGR02512	[FeFe] hydrogenase, group A (Provisional)	[FeFe] hydrogenase, group A. This model describes iron-only hydrogenases of anaerobic and microaerophilic bacteria and protozoa. This model is narrower, and covers a longer stretch of sequence, than pfam02906. This family represents a division among families that belong to pfam02906, which also includes proteins such as nuclear prelamin A recognition factor in animals. Note that this family shows some heterogeneity in terms of periplasmic, cytosolic, or hydrogenosome location, NAD or NADP dependence, and overal protein protein length.	1.12.-.-	CDD:274171	Bacteria	2	57.337	368.0	151.0	1.0	144.0	511.0	1.0	362.0	0.0	566.0			
tr|Q3A430|Q3A430_SYNC1	cd00207		2Fe-2S iron-sulfur cluster binding domain. Iron-sulfur proteins play an important role in electron transfer processes and in various enzymatic reactions. The family includes plant and algal ferredoxins, which act as electron carriers in photosynthesis and ferredoxins, which participate in redox chains (from bacteria to mammals). Fold is ismilar to thioredoxin.		CDD:238126			27.174	92.0	40.0	2.0	5.0	80.0	4.0	84.0	7.42e-08	48.2			
tr|Q3A430|Q3A430_SYNC1	cl25360		Beta subunit of the DMSO Reductase (DMSOR) family. This family consists of the small beta iron-sulfur (FeS) subunit of the DMSO Reductase (DMSOR) family. Members of this family also contain a large, periplasmic molybdenum-containing alpha subunit and may have a small gamma subunit as well.  Examples of heterodimeric members with alpha and beta subunits include arsenite oxidase, and tungsten-containing formate dehydrogenase (FDH-T) while   heterotrimeric members containing alpha, beta, and gamma subunits include formate dehydrogenase-N (FDH-N), and nitrate reductase (NarGHI).  The beta subunit contains four Fe4/S4 and/or Fe3/S4 clusters which transfer the electrons from the alpha subunit to a hydrophobic integral membrane protein, presumably a cytochrome containing two b-type heme groups. The reducing equivalents are then transferred to menaquinone, which finally reduces the electron-accepting enzyme system.		CDD:355383															
tr|Q3A430|Q3A430_SYNC1	pfam02256	iron hydrogenase small subunit	Iron hydrogenase small subunit. This family represents the small subunit of the Fe-only hydrogenases EC:1.18.99.1. The subunit is comprised of alternating random coil and alpha helical structures that encompasses the large subunit in a novel protein fold.		CDD:460511	Bacteria	2	58.929	56.0	23.0	0.0	527.0	582.0	1.0	56.0	7.04e-31	112.0			
tr|Q3A430|Q3A430_SYNC1	pfam02906	Iron only hydrogenase large subunit, C-terminal domain (Provisional)	Iron only hydrogenase large subunit, C-terminal domain. 		CDD:397172	Bacteria	2	59.091	286.0	103.0	4.0	228.0	513.0	1.0	272.0	2.56e-149	429.0			
tr|Q3A430|Q3A430_SYNC1	pfam10588	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region (Provisional)	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region. 		CDD:463159	cellular organisms	131567	56.41	39.0	17.0	0.0	90.0	128.0	1.0	39.0	1.45e-18	77.1			
tr|Q3A430|Q3A430_SYNC1	pfam12838	4Fe-4S dicluster domain-containing protein	4Fe-4S dicluster domain. Superfamily includes proteins containing domains which bind to iron-sulfur clusters. Members include bacterial ferredoxins, various dehydrogenases, and various reductases. Structure of the domain is an alpha-antiparallel beta sandwich. Domain contains two 4Fe4S clusters.		CDD:463724	cellular organisms	131567	32.759	58.0	32.0	2.0	152.0	209.0	1.0	51.0	2.69e-06	42.9			
tr|Q3A430|Q3A430_SYNC1	pfam13510	(2Fe-2S)-binding protein	2Fe-2S iron-sulfur cluster binding domain. The 2Fe-2S ferredoxin family have a general core structure consisting of beta(2)-alpha-beta(2) which a beta-grasp type fold. The domain is around one hundred amino acids with four conserved cysteine residues to which the 2Fe-2S cluster is ligated. This cluster appears within sarcosine oxidase proteins.		CDD:433268	cellular organisms	131567	37.037	81.0	49.0	2.0	3.0	83.0	3.0	81.0	1.36e-19	81.4			
tr|Q3A430|Q3A430_SYNC1	smart00902	Iron hydrogenase small subunit	Iron hydrogenase small subunit. Many microorganisms, such as methanogenic, acetogenic, nitrogen-fixing, photosynthetic, or sulphate-reducing bacteria, metabolise hydrogen. Hydrogen activation is mediated by a family of enzymes, termed hydrogenases, which either provide these organisms with reducing power from hydrogen oxidation, or act as electron sinks. There are two hydrogenases families that differ functionally from each other: NiFe hydrogenases tend to be more involved in hydrogen oxidation, while Iron-only FeFe (Fe only) hydrogenases in hydrogen production. Fe only hydrogenases show a common core structure, which contains a moiety, deeply buried inside the protein, with an Fe-Fe dinuclear centre, nonproteic bridging, terminal CO and CN- ligands attached to each of the iron atoms, and a dithio moiety, which also bridges the two iron atoms and has been tentatively assigned as a di(thiomethyl)amine. This common core also harbours three [4Fe-4S] iron-sulphur clusters. In FeFe hydrogenases, as in NiFe hydrogenases, the set of iron-sulphur clusters is dispersed regularly between the dinuclear Fe-Fe centre and the molecular surface. These clusters are distant by about 1.2 nm from each other but the [4Fe-4S] cluster closest to the dinuclear centre is covalently bound to one of the iron atoms though a thiolate bridging ligand. The moiety including the dinuclear centre, the thiolate bridging ligand, and the proximal [4Fe-4S] cluster is known as the H-cluster. A channel, lined with hydrophobic amino acid side chains, nearly connects the dinuclear centre and the molecular surface. Furthermore hydrogen-bonded water molecule sites have been identified at the interior and at the surface of the protein. The small subunit is comprised of alternating random coil and alpha helical structures that encompass the large subunit in a novel protein fold.		CDD:214899			60.784	51.0	20.0	0.0	532.0	582.0	1.0	51.0	4.56e-27	97.7			
tr|Q3A430|Q3A430_SYNC1	smart00929	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region. 		CDD:214918			53.846	39.0	18.0	0.0	90.0	128.0	1.0	39.0	2.28e-17	69.9			
tr|Q3A458|Q3A458_SYNC1	COG0633	Ferredoxin	Ferredoxin [Energy production and conversion]. 	4.6.1.1	CDD:440398			26.667	60.0	31.0	2.0	3.0	60.0	1.0	49.0	0.000758	36.0	METABOLISM	Energy production and conversion 	K00351
tr|Q3A458|Q3A458_SYNC1	COG4624	Iron only hydrogenase large subunit, C-terminal domain	Iron only hydrogenase large subunit, C-terminal domain [Energy production and conversion]. 	1.6.5.3	CDD:443663			42.389	519.0	227.0	11.0	62.0	579.0	2.0	449.0	2.9300000000000002e-179	511.0	METABOLISM	Energy production and conversion 	K00532,K00336
tr|Q3A458|Q3A458_SYNC1	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]		CDD:230221			32.85	207.0	130.0	3.0	8.0	213.0	37.0	235.0	3.35e-33	132.0	METABOLISM	Energy production and conversion 	
tr|Q3A458|Q3A458_SYNC1	KOG2439	Nuclear architecture related protein	KOG2439, Nuclear architecture related protein [Nuclear structure]		CDD:230378			31.807	393.0	253.0	8.0	193.0	579.0	62.0	445.0	1.7e-45	164.0	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	
tr|Q3A458|Q3A458_SYNC1	NF040763		NADH-dependent [FeFe] hydrogenase, group A6. 		CDD:468723			63.683	581.0	197.0	4.0	5.0	582.0	2.0	571.0	0.0	1086.0			
tr|Q3A458|Q3A458_SYNC1	TIGR02512	[FeFe] hydrogenase, group A (Provisional)	[FeFe] hydrogenase, group A. This model describes iron-only hydrogenases of anaerobic and microaerophilic bacteria and protozoa. This model is narrower, and covers a longer stretch of sequence, than pfam02906. This family represents a division among families that belong to pfam02906, which also includes proteins such as nuclear prelamin A recognition factor in animals. Note that this family shows some heterogeneity in terms of periplasmic, cytosolic, or hydrogenosome location, NAD or NADP dependence, and overal protein protein length.	1.12.-.-	CDD:274171	Bacteria	2	57.895	380.0	154.0	2.0	144.0	523.0	1.0	374.0	0.0	561.0			
tr|Q3A458|Q3A458_SYNC1	cd00207		2Fe-2S iron-sulfur cluster binding domain. Iron-sulfur proteins play an important role in electron transfer processes and in various enzymatic reactions. The family includes plant and algal ferredoxins, which act as electron carriers in photosynthesis and ferredoxins, which participate in redox chains (from bacteria to mammals). Fold is ismilar to thioredoxin.		CDD:238126			27.174	92.0	40.0	2.0	5.0	80.0	4.0	84.0	7.21e-08	48.5			
tr|Q3A458|Q3A458_SYNC1	cl25360		Beta subunit of the DMSO Reductase (DMSOR) family. This family consists of the small beta iron-sulfur (FeS) subunit of the DMSO Reductase (DMSOR) family. Members of this family also contain a large, periplasmic molybdenum-containing alpha subunit and may have a small gamma subunit as well.  Examples of heterodimeric members with alpha and beta subunits include arsenite oxidase, and tungsten-containing formate dehydrogenase (FDH-T) while   heterotrimeric members containing alpha, beta, and gamma subunits include formate dehydrogenase-N (FDH-N), and nitrate reductase (NarGHI).  The beta subunit contains four Fe4/S4 and/or Fe3/S4 clusters which transfer the electrons from the alpha subunit to a hydrophobic integral membrane protein, presumably a cytochrome containing two b-type heme groups. The reducing equivalents are then transferred to menaquinone, which finally reduces the electron-accepting enzyme system.		CDD:355383															
tr|Q3A458|Q3A458_SYNC1	pfam02256	iron hydrogenase small subunit	Iron hydrogenase small subunit. This family represents the small subunit of the Fe-only hydrogenases EC:1.18.99.1. The subunit is comprised of alternating random coil and alpha helical structures that encompasses the large subunit in a novel protein fold.		CDD:460511	Bacteria	2	58.929	56.0	23.0	0.0	527.0	582.0	1.0	56.0	2.1800000000000002e-29	108.0			
tr|Q3A458|Q3A458_SYNC1	pfam02906	Iron only hydrogenase large subunit, C-terminal domain (Provisional)	Iron only hydrogenase large subunit, C-terminal domain. 		CDD:397172	Bacteria	2	58.392	286.0	105.0	4.0	228.0	513.0	1.0	272.0	1.7100000000000002e-144	417.0			
tr|Q3A458|Q3A458_SYNC1	pfam10588	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region (Provisional)	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region. 		CDD:463159	cellular organisms	131567	56.41	39.0	17.0	0.0	90.0	128.0	1.0	39.0	6.2e-18	75.6			
tr|Q3A458|Q3A458_SYNC1	pfam13187	4Fe-4S dicluster domain (Provisional)	4Fe-4S dicluster domain. 		CDD:463801	cellular organisms	131567	26.667	60.0	34.0	2.0	151.0	210.0	1.0	50.0	1.3e-07	46.4			
tr|Q3A458|Q3A458_SYNC1	pfam13510	(2Fe-2S)-binding protein	2Fe-2S iron-sulfur cluster binding domain. The 2Fe-2S ferredoxin family have a general core structure consisting of beta(2)-alpha-beta(2) which a beta-grasp type fold. The domain is around one hundred amino acids with four conserved cysteine residues to which the 2Fe-2S cluster is ligated. This cluster appears within sarcosine oxidase proteins.		CDD:433268	cellular organisms	131567	37.037	81.0	49.0	2.0	3.0	83.0	3.0	81.0	7.2e-20	82.2			
tr|Q3A458|Q3A458_SYNC1	smart00902	Iron hydrogenase small subunit	Iron hydrogenase small subunit. Many microorganisms, such as methanogenic, acetogenic, nitrogen-fixing, photosynthetic, or sulphate-reducing bacteria, metabolise hydrogen. Hydrogen activation is mediated by a family of enzymes, termed hydrogenases, which either provide these organisms with reducing power from hydrogen oxidation, or act as electron sinks. There are two hydrogenases families that differ functionally from each other: NiFe hydrogenases tend to be more involved in hydrogen oxidation, while Iron-only FeFe (Fe only) hydrogenases in hydrogen production. Fe only hydrogenases show a common core structure, which contains a moiety, deeply buried inside the protein, with an Fe-Fe dinuclear centre, nonproteic bridging, terminal CO and CN- ligands attached to each of the iron atoms, and a dithio moiety, which also bridges the two iron atoms and has been tentatively assigned as a di(thiomethyl)amine. This common core also harbours three [4Fe-4S] iron-sulphur clusters. In FeFe hydrogenases, as in NiFe hydrogenases, the set of iron-sulphur clusters is dispersed regularly between the dinuclear Fe-Fe centre and the molecular surface. These clusters are distant by about 1.2 nm from each other but the [4Fe-4S] cluster closest to the dinuclear centre is covalently bound to one of the iron atoms though a thiolate bridging ligand. The moiety including the dinuclear centre, the thiolate bridging ligand, and the proximal [4Fe-4S] cluster is known as the H-cluster. A channel, lined with hydrophobic amino acid side chains, nearly connects the dinuclear centre and the molecular surface. Furthermore hydrogen-bonded water molecule sites have been identified at the interior and at the surface of the protein. The small subunit is comprised of alternating random coil and alpha helical structures that encompass the large subunit in a novel protein fold.		CDD:214899			57.692	52.0	22.0	0.0	532.0	583.0	1.0	52.0	1.91e-26	95.8			
tr|Q3A458|Q3A458_SYNC1	smart00929	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region. 		CDD:214918			53.846	39.0	18.0	0.0	90.0	128.0	1.0	39.0	1.67e-16	67.2			
